Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2013-01-02,16.66901206970215,16.850266793711448,16.44434318617959,16.814440991491264,560518000
2013-01-03,16.4586181640625,16.688449812436144,16.42522127202714,16.634103857668503,352965200
2013-01-04,16.000160217285156,16.35325711713005,15.964637631761171,16.302857786938244,594333600
2013-01-07,15.906046867370605,16.069994319817262,15.641907143170013,15.848360751818596,484156400
2013-01-08,15.94885540008545,16.148630290493752,15.825591594620466,16.067262980331513,458707200
2013-01-09,15.699593544006348,15.93974725049592,15.665891828472823,15.863540999432168,407604400
2013-01-10,15.89421272277832,16.052391133365365,15.651628389917262,16.047230075070487,601146000
2013-01-11,15.796746253967285,15.949157109576626,15.757883488270032,15.817998518236056,350506800
2013-01-14,15.233559608459473,15.408134063146417,15.135189807250665,15.261793823341272,734207600
2013-01-15,14.752938270568848,15.149754167855995,14.67582079052605,15.128805116276908,876772400
2013-01-16,15.365318298339844,15.467028233170888,14.952715947289008,15.017687205557724,690804800
2013-01-17,15.261794090270996,15.506807345711113,15.242061109100533,15.493448263388727,453678400
2013-01-18,15.180419921875,15.247820094793504,15.07112002156073,15.135484851818934,472922800
2013-01-22,15.325240135192871,15.419661663817616,15.078102935496373,15.318864618723644,461546400
2013-01-23,15.605783462524414,15.635536971317265,15.325249221445661,15.447906642680145,861509600
2013-01-24,13.677563667297363,14.139959045218264,13.669972065090207,13.965991043507422,1460852400
2013-01-25,13.355130195617676,13.851529679459837,13.206969105304504,13.713692324723008,1208026400
2013-01-28,13.65721607208252,13.759835623079724,13.233075583388578,13.292886588261611,785517600
2013-01-29,13.913463592529297,13.972060958003096,13.726744584850588,13.920447151927611,571158000
2013-01-30,13.869744300842285,14.044926730566216,13.79900394260795,13.87490535705068,417155200
2013-01-31,13.829058647155762,13.944126024424346,13.813575480772736,13.874296927822467,319334400
2013-02-01,13.77228832244873,13.950202918022581,13.612287443331322,13.938969552018758,539484400
2013-02-04,13.42920970916748,13.842724173778938,13.419494015933383,13.781091460908236,477117200
2013-02-05,13.900410652160645,13.958096771512198,13.426173903258162,13.481734309298592,573347600
2013-02-06,13.885530471801758,14.163330811936174,13.74070797835473,13.858812321315062,593706400
2013-02-07,14.2984037399292,14.352759801782804,13.867820032575148,14.146631125324552,704580800
2013-02-08,14.504837989807129,14.621797535481381,14.2993176514228,14.47491108939407,633158400
2013-02-11,14.655998229980469,14.808993995949502,14.45200768077365,14.551254084098202,517490400
2013-02-12,14.288633346557617,14.73082092331129,14.283747187860179,14.643176674846549,609053200
2013-02-13,14.261456489562988,14.463922233923919,14.14571844330769,14.267564188788338,475207600
2013-02-14,14.248628616333008,14.402844324983098,14.170146733787087,14.185415163702611,355275200
2013-02-15,14.052267074584961,14.357645381517871,14.044937838652782,14.317639560997998,391745200
2013-02-19,14.047075271606445,14.130749905450884,13.859574680957644,14.080973397838399,435783600
2013-02-20,13.706886291503906,13.976839991844482,13.705358143990122,13.976839991844482,476302400
2013-02-21,13.621683120727539,13.716656577664512,13.522740884255311,13.619850811786566,447182400
2013-02-22,13.766741752624512,13.790865936985076,13.638177561491773,13.719103338267285,330654800
2013-02-25,13.522133827209473,13.89835904044874,13.515109567040708,13.859576382725685,372579200
2013-02-26,13.710553169250488,13.789035054817571,13.36517057260095,13.553282790026746,501499600
2013-02-27,13.576181411743164,13.816513956924505,13.456473827952783,13.694056686672669,587350400
2013-02-28,13.479378700256348,13.67695739282057,13.479378700256348,13.560303644848986,322515200
2013-03-01,13.145600318908691,13.381046723044252,13.13063686992334,13.375548980643204,552448400
2013-03-04,12.827399253845215,13.07628182533326,12.795334247862275,13.064066429635572,582755600
2013-03-05,13.166060447692871,13.28973845543773,12.848773341550588,12.87106602743715,638433600
2013-03-06,12.998714447021484,13.291572414937276,12.961152516576627,13.268973935063661,460250000
2013-03-07,13.148961067199707,13.19263069666556,12.85824118934695,12.963291140160887,468473600
2013-03-08,13.18377685546875,13.297071813638738,13.088804178169967,13.125144578144383,391482000
2013-03-11,13.371581077575684,13.406394952691121,12.982834700979224,13.123614271723945,474236000
2013-03-12,13.083301544189453,13.402421734611124,13.057039266365543,13.302257964756302,465911600
2013-03-13,13.080863952636719,13.268671201822864,12.9895567115643,13.083918617419497,405549200
2013-03-14,13.20759391784668,13.272943833714162,13.144990427193093,13.217670395390659,303875600
2013-03-15,13.548394203186035,13.56580073167864,13.352646186478,13.373412355998877,643960800
2013-03-18,13.916678428649902,13.969812938835624,13.473269473345905,13.480903685813043,606197200
2013-03-19,13.879121780395508,14.07700630664126,13.696199075914116,14.032114317772091,526775200
2013-03-20,13.805524826049805,13.975010599591407,13.729486020930546,13.968597924108202,308660800
2013-03-21,13.825369834899902,13.985693192179893,13.745056483161896,13.748721100917106,383255600
2013-03-22,14.105709075927734,14.111510164898727,13.836976931906296,13.881867281618572,395105200
2013-03-25,14.15671157836914,14.3512381192421,14.101743919044699,14.19060808416665,501135600
2013-03-26,14.082199096679688,14.225725942009857,14.063571022963863,14.21351054434469,294294000
2013-03-27,13.805524826049805,13.949663243955607,13.764299085748574,13.939280972306044,331237200
2013-03-28,13.51785945892334,13.79758551471335,13.486100243525293,13.736510163213033,442839600
2013-04-01,13.097963333129883,13.549617381763147,13.062234525008046,13.494648918298923,389732000
2013-04-02,13.124835968017578,13.379826221189463,13.021312534659948,13.05795871942984,529519200
2013-04-03,13.192022323608398,13.35356729254492,13.14071846748773,13.173088456720283,363216000
2013-04-04,13.06162166595459,13.283936946298898,12.986193645866676,13.246070855413565,358447600
2013-04-05,12.923592567443848,12.977033696775004,12.816098723591738,12.963290969836864,383695200
2013-04-08,13.015511512756348,13.05490494088601,12.90191159405086,12.973979982646599,300829200
2013-04-09,13.039027214050293,13.085444092254635,12.90985224345281,13.020094163944036,306614000
2013-04-10,13.305009841918945,13.346847164562393,13.009403788887514,13.073228008393613,375928000
2013-04-11,13.263476371765137,13.375243957664066,13.167892143225599,13.244847489427373,328364400
2013-04-12,13.125138282775879,13.257976997856584,13.103456370255662,13.257976997856584,238613200
2013-04-15,12.8212890625,13.066812760144987,12.81212751750848,13.03963391772689,317520000
2013-04-16,13.01642894744873,13.027726966105972,12.843279370572331,12.873817046551762,305771200
2013-04-17,12.300621032714844,12.844194712179995,12.157399191049814,12.834116603243682,945056000
2013-04-18,11.972343444824219,12.391932582952093,11.901800744176146,12.367502602271513,666299200
2013-04-19,11.925924301147461,12.202902302797575,11.760103146607825,11.84774739391503,609274400
2013-04-22,12.174498558044434,12.28229818722205,11.94852029199483,11.99035597794329,429920400
2013-04-23,12.402311325073242,12.47102087648621,12.178773696076266,12.336959783780364,664238400
2013-04-24,12.381854057312012,12.680818983615664,11.986084143210922,12.017844177113702,969651200
2013-04-25,12.471023559570312,12.640813492451064,12.428881257398649,12.55805622038265,384837600
2013-04-26,12.740365028381348,12.788309230485785,12.46705168167934,12.51469090663288,764097600
2013-04-29,13.13491439819336,13.241796660048706,12.825871422641672,12.839613334543424,640326400
2013-04-30,13.521519660949707,13.596948490945675,13.194460254087197,13.286989819151762,691538400
2013-05-01,13.414947509765625,13.587180532223673,13.265312972019123,13.572827848306092,506909200
2013-05-02,13.60519790649414,13.698947404914062,13.45586753867429,13.4909855803641,421828400
2013-05-03,13.7413969039917,13.84064496596987,13.716049547500619,13.782011060387104,361300800
2013-05-06,14.069064140319824,14.114564443040639,13.87362110374299,13.916373350616478,496641600
2013-05-07,14.006462097167969,14.222974671453947,13.854994462133764,14.199155466836137,483753200
2013-05-08,14.164647102355957,14.211370579215213,13.919429170365172,14.01806562819783,472598000
2013-05-09,14.041071891784668,14.232581454413733,14.004491782448504,14.134521742055847,398487600
2013-05-10,13.924261093139648,14.131448787801938,13.847718994030789,14.07796092466137,334852000
2013-05-13,13.978672981262207,14.075811729297987,13.879076624542812,13.879383620417117,316948800
2013-05-14,13.644225120544434,13.992815682094642,13.591659049776775,13.951317059790581,447118000
2013-05-15,13.182815551757812,13.556306375865004,12.983314215837767,13.499745263256148,741613600
2013-05-16,13.358956336975098,13.459476141401566,12.876954767479742,13.01036581357378,603204000
2013-05-17,13.318377494812012,13.52833144358052,13.249213142431296,13.496362015237631,427904400
2013-05-20,13.615633010864258,13.703856549199086,13.221239425751351,13.276878723650938,451578400
2013-05-21,13.51511287689209,13.694019198888176,13.347273179198154,13.468695767335785,456022000
2013-05-22,13.567066192626953,13.782246495736338,13.470850074031253,13.650064250908816,443038400
2013-05-23,13.591347694396973,13.714922533970762,13.396149256707982,13.40106775629433,353021200
2013-05-24,13.683876991271973,13.699554300659132,13.536633081372084,13.551695578217698,276166800
2013-05-28,13.569830894470215,13.86708577187506,13.55169515632599,13.829891666380757,386145200
2013-05-29,13.677727699279785,13.756115060374418,13.50712092735225,13.525565302025498,330576400
2013-05-30,13.881531715393066,13.971292685414129,13.664200043465746,13.699243529932744,353519600
2013-05-31,13.824666023254395,14.051219099860848,13.817595268899728,13.90981386290128,384302800
2013-06-03,13.855098724365234,13.905511711570792,13.601801700708887,13.855405720216721,372352400
2013-06-04,13.811753273010254,13.96914198381854,13.75273291687936,13.931946239364766,292728800
2013-06-05,13.682647705078125,13.855098933452629,13.639611646948529,13.699246823266469,290589600
2013-06-06,13.478222846984863,13.740741981057269,13.342660414235853,13.69371006637837,416934000
2013-06-07,13.581204414367676,13.625162275468105,13.303314919021085,13.417975394552805,404535600
2013-06-10,13.49144458770752,13.804683775370002,13.427198730095302,13.670965743190788,450153200
2013-06-11,13.451786041259766,13.610404349615141,13.320219477230868,13.394610953284392,286112400
